Interface,Model,task_type,category,task_id,task_completion_rate,avg_precision,avg_recall,f1_score,prompt_tokens,completion_tokens,execution_time,Cost,aggregate_category,aggregate_category_2
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task2,0,1,0.6,0.75,"109,901","11,451",150.6100879,$0.05,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task9,1,1,1,1,"343,448","19,936",273.323334,$0.13,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task5,1,1,1,1,"130,482","12,574",165.6126704,$0.06,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task8,0,1,0.3333333333,0.5,"175,541","17,114",216.605732,$0.08,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task6,1,1,1,1,"415,067","21,781",338.4463089,$0.15,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task3,0,0,0,0,"408,797","22,625",326.9311574,$0.15,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task7,1,1,1,1,"200,565","14,076",186.0328276,$0.08,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task1,1,1,1,1,"98,339","7,425",115.9375525,$0.04,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task10,0,0.6666666667,1,0.8,"463,772","36,134",463.5307825,$0.19,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task11,0,0,0,0,"519,308","29,883",416.6463246,$0.19,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task6,1,1,1,1,"105,997","6,973",118.4672306,$0.04,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task1,0,1,0.5,0.6666666667,"106,503","7,814",121.3366022,$0.04,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task7,1,1,1,1,"135,588","11,271",168.9033225,$0.06,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task2,0,1,0.5,0.6666666667,"104,294","8,128",127.1253822,$0.04,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task3,1,1,1,1,"172,210","11,096",167.6984558,$0.07,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task4,1,1,1,1,"103,172","7,639",117.5818682,$0.04,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task5,1,1,1,1,"100,544","6,814",101.973846,$0.04,Action & Transaction,Action & Transaction
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task10,1,1,1,1,"59,463","6,227",92.45702481,$0.03,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task5,1,1,1,1,"110,222","7,917",126.2347822,$0.04,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task1,1,1,1,1,"100,630","7,568",118.8925745,$0.04,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task12,1,1,1,1,"141,347","12,526",173.1353014,$0.06,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task8,1,1,1,1,"143,564","10,345",141.6559219,$0.06,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task7,0,0.5,1,0.6666666667,"148,295","11,955",165.5048964,$0.06,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task3,0,1,0.75,0.8571428571,"213,165","16,676",233.0987515,$0.09,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task9,1,1,1,1,"197,496","13,660",207.2608218,$0.08,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task6,0,1,0.3636363636,0.5333333333,"334,333","23,481",345.9369769,$0.13,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task2,0,1,0.5,0.6666666667,"57,803","5,526",88.11508822,$0.03,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task11,1,1,1,1,"350,269","23,108",700.0368347,$0.13,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task4,1,1,1,1,"146,049","10,834",180.7698119,$0.06,Specific Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task6,0,1,0.6666666667,0.8,"162,058","13,213",187.7028441,$0.07,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task5,0,0,0,0,"165,911","11,746",201.8752632,$0.06,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task2,0,0,0,0,"587,682","41,390",544.883533,$0.23,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task1,1,1,1,1,"479,273","33,626",415.9483163,$0.19,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task3,0,1,0.5,0.6666666667,"117,632","10,395",137.9819429,$0.05,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Offer_Vague_Requirements_Task4,0,0,0,0,"365,808","27,917",382.2394712,$0.15,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task2,0,0,0,0,"357,987","18,217",873.8455231,$0.13,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task8,1,0,0,0,"137,939","10,865",161.038552,$0.06,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task6,0,0,0,0,"243,231","16,120",248.3581674,$0.09,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task3,0,0,0,0,"389,137","23,248",478.6710856,$0.14,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task5,0,0,0,0,"325,521","16,141",261.232131,$0.11,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task4,0,0,0,0,"282,005","15,160",204.0874884,$0.10,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task1,0,0,0,0,"593,583","29,018",412.6567738,$0.21,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task7,0,0,0,0,"360,018","26,373",367.717401,$0.14,End to End,End to End
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task2,1,1,1,1,"31,179","3,842",54.7755239,$0.02,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task6,1,1,1,1,"157,281","10,931",154.6334033,$0.06,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task4,0,0,0,0,"164,753","11,716",171.7517505,$0.06,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task1,0,0,0,0,"100,694","8,033",121.9600046,$0.04,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task5,1,1,1,1,"125,382","11,730",170.6181812,$0.05,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Substitute,Webmall_Find_Substitutes_Task3,1,1,1,1,"225,211","17,995",240.1416225,$0.09,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task8,0,0,0,0,"131,228","10,888",153.0330446,$0.05,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task4,0,0,0,0,"83,754","6,612",90.1194942,$0.03,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task2,1,1,1,1,"118,087","6,873",106.3704462,$0.04,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task6,1,1,1,1,"373,611","23,848",343.8179119,$0.14,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task5,1,1,1,1,"177,806","10,287",171.6589894,$0.07,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task3,1,1,1,1,"95,933","6,321",107.3685963,$0.04,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task7,1,1,1,1,"150,350","10,516",152.0571103,$0.06,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task1,0,0,0,0,"114,301","7,526",112.0851228,$0.04,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task10,1,1,1,1,"92,330","8,835",116.4114935,$0.04,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Offer_Specific_Requirements_Task9,0,0,0,0,"533,200","31,389",466.52636,$0.20,Cheapest Product Search,Cheapest Product Search
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task2,0,0.6666666667,0.5,0.5714285714,"530,419","45,503",600.3557496,$0.22,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task5,1,1,1,1,"160,612","15,928",210.0416517,$0.07,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task8,0,0.5,0.75,0.6,"219,146","20,622",294.4570839,$0.10,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task4,0,1,0.6666666667,0.8,"391,072","29,477",386.7890341,$0.16,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task1,0,1,0.75,0.8571428571,"180,990","16,218",220.1779768,$0.08,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task7,0,0.75,0.5,0.6,"120,262","11,830",160.0207579,$0.05,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task6,0,0,0,0,"185,293","9,648",151.5518987,$0.07,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Products_Satisfying_Vague_Requirements_Task3,0,1,0.3333333333,0.5,"478,991","26,888",426.9692245,$0.17,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task5,1,1,1,1,"95,258","6,453",89.6259973,$0.04,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task3,0,1,0.5,0.6666666667,"223,867","17,155",247.928087,$0.09,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task1,0,0,0,0,"382,442","29,136",399.3741124,$0.15,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task4,0,1,0.6666666667,0.8,"145,977","10,375",158.2657614,$0.06,Vague Product Search,Without_price
1_AX+Mem,3_GPT-5-mini-Medium,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task2,0,0,0,0,"609,001","29,879",446.0480719,$0.21,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task1,1,1,1,1,"9,080",488,15.31349993,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task2,1,1,1,1,"11,295","1,012",21.69868279,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task3,1,1,1,1,"10,184","1,035",19.8111124,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task4,1,1,1,1,"10,424",902,19.355124,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task5,1,1,1,1,"19,180",975,26.758919,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task6,1,1,1,1,"6,462","2,396",37.63662577,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task7,1,1,1,1,"6,139",734,16.05103588,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task8,1,1,1,1,"4,886","1,177",21.25396895,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task9,1,1,1,1,"11,922",733,21.70380497,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task10,1,1,1,1,"43,570","1,077",34.04685998,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task11,1,1,1,1,"12,858",897,17.6095953,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task12,1,1,1,1,"10,552","1,092",27.08041191,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task1,1,1,1,1,"11,748",675,20.38751292,$0.00,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task2,1,1,1,1,"49,701","3,361",61.74444485,$0.02,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task3,1,1,1,1,"15,661","1,898",31.29449296,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task4,1,1,1,1,"13,910",791,17.01091385,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task5,1,1,1,1,"12,333",612,18.27410007,$0.00,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task6,1,1,1,1,"17,717","1,795",42.29136205,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task7,0,0.5,1,0.6666666667,"66,828","2,209",74.97672987,$0.02,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task8,1,1,1,1,"12,183",770,20.43013,$0.00,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task9,1,1,1,1,"10,663",427,14.68680286,$0.00,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task10,1,1,1,1,"12,901",595,15.54619718,$0.00,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task1,1,1,1,1,"72,607","2,466",56.25608826,$0.02,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task2,1,1,1,1,"6,673","1,155",21.14835,$0.00,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task3,1,1,1,1,"24,818","2,181",44.48933792,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task4,0,1,0.4545454545,0.625,"22,625","7,180",115.855336,$0.02,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task5,1,1,1,1,"14,672","1,926",37.64562511,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task6,1,1,1,1,"177,923","3,394",83.10761714,$0.05,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task7,1,1,1,1,"23,891","1,111",28.11059999,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task8,0,1,0.75,0.8571428571,"17,853","4,227",69.27493596,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task9,0,0.6666666667,1,0.8,"102,466","4,029",114.9096413,$0.03,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task10,0,0.5,0.5,0.5,"16,094","2,427",43.6935432,$0.01,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task11,0,0.6,0.5,0.5454545455,"61,553","8,648",189.6470389,$0.03,Specific Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task1,1,1,1,1,"9,802","1,829",33.50685883,$0.01,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task2,0,0.5714285714,1,0.7272727273,"5,982","2,332",49.1432519,$0.01,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task3,1,1,1,1,"222,564","6,005",162.3923182,$0.07,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task4,1,1,1,1,"6,311","2,204",35.72588396,$0.01,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task5,1,1,1,1,"126,343","3,953",117.3189821,$0.04,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task6,0,0,0,0,"242,099","6,069",159.2465611,$0.07,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task7,0,0,0,0,"1,780","1,522",27.4975729,$0.00,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task8,0,0.2,0.5,0.2857142857,"42,287","5,236",127.1024981,$0.02,Vague Product Search,Without_price
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task1,0,0,0,0,"13,350","1,396",31.99509978,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task2,1,1,1,1,"36,601","1,834",49.67650986,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task3,1,1,1,1,"19,403","2,108",42.62204814,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task4,1,1,1,1,"24,781","2,119",40.95021796,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task5,1,1,1,1,"24,125","2,945",59.84844923,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task6,0,0,0,0,"15,055","1,152",23.1872108,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task7,1,1,1,1,"16,643","1,101",18.74244213,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task8,0,0,0,0,"31,867","3,317",53.7398541,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task9,1,1,1,1,"20,133","2,986",48.13460708,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task10,1,1,1,1,"16,070","1,782",38.56600595,$0.01,Cheapest Product Search,Cheapest Product Search
2_RAG_Agent,3_GPT-5-mini-Medium,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task1,1,1,1,1,"15,073","2,170",40.856673,$0.01,Cheapest Product Search,Cheapest Product Search
